D:\Rida\SVM\INRIAPerson\Train\pos/crop001043.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001044.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001045.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001046.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001047.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001048.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001049.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001050.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001051.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001052.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001053.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001054.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001055.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001056.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001057.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001058.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001059.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001060.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001061.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001063.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001064.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001066.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001068.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001069.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001070.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001071.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001072.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001073.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001074.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001075.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001078.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001079.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001081.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001083.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001084.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001085.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001086.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001087.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001088.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001089.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001090.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001091.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001092.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001093.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001094.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001095.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001096.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001097.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001098.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001099.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001102.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001103.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001104.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001105.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001106.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001107.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001108.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001109.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001110.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001111.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001112.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001113.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001114.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001115.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001116.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001119.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001120.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001121.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001122.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001123.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001124.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001125.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001126.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001127.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001128.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001129.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001130.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001131.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001132.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001133.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001134.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001135.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001136.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001137.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001138.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001140.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001141.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001142.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001143.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001144.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001145.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001146.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001147.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001148.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001149.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001150.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001151.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001152.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001153.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001154.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001155.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001156.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001158.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001160.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001162.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001163.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001164.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001200.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001201.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001202.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001205.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001206.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001207.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001208.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001210.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001211.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001212.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001213.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001214.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001216.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001217.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001218.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001219.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001220.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001222.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001230.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001231.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001232.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001234.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001235.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001236.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001237.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001238.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001241.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001242.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001246.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001247.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001248.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001250.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001251.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001252.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001253.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001254.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001255.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001256.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001257.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001258.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001259.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001260.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001263.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001264.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001265.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001267.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001268.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001270.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001271.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001272.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001273.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001274.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001275.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001276.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001278.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001500.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001503.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001505.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001506.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001507.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001508.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001509.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001510.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001513.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001515.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001516.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001517.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001518.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001519.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001523.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001524.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001525.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001526.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001527.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001528.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001529.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001530.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001532.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001534.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001536.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001537.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001538.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001539.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001540.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001541.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001542.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001543.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001547.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001548.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001550.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001551.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001552.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001553.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001554.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001556.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001557.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001558.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001559.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001560.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001561.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001562.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001563.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001564.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001565.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001567.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001568.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001569.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001570.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001571.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001572.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001577.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001578.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001579.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001580.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001581.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001582.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001583.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001584.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001589.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001591.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001592.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001594.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001595.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001596.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001597.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001598.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001599.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001600.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001601.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001603.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001605.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001606.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001608.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001609.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001610.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001611.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001612.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001613.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001614.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001615.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001616.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001617.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001618.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001619.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001620.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001621.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001622.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001623.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001624.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001625.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001626.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001627.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001628.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001629.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001630.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001632.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001635.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001636.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001637.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001640.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001642.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001643.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001644.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001646.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001647.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001648.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001649.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001650.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001651.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001652.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001655.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001656.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001657.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001662.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001663.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001665.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001666.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001667.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001668.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001669.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001671.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001672.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001673.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001674.png 1 0 0 128 64
D:\Rida\SVM\INRIAPerson\Train\pos/crop001675.png 1 0 0 128 64
